Date         0    Lo30   Med40    Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
195211  -99.99    5.17    5.54    6.13    4.48    5.52    6.03    5.55    6.16    3.56    4.93    5.82    5.30    6.68    5.57    5.06    5.86    7.14    5.95
195212  -99.99    2.24    2.62    3.17    1.22    3.00    1.90    2.63    3.27    0.59    1.52    3.21    2.86    1.16    2.42    3.38    2.17    2.44    3.45
195301  -99.99    3.96    2.19   -0.59    4.11    3.62    2.40    1.39   -0.77    5.65    3.37    3.82    3.48    3.65    1.53    1.55    1.29   -0.06   -0.92
195302  -99.99    2.06    1.07   -0.35    3.35    1.28    1.09    0.75   -0.44    2.67    3.68    0.87    1.58    2.10    0.37    0.89    0.65   -0.08   -0.52
195303  -99.99   -1.72   -0.96   -1.30   -1.77   -1.77   -0.94   -1.05   -1.30   -1.47   -1.92   -1.67   -1.84   -1.62   -0.44   -0.69   -1.28   -0.44   -1.48
195304  -99.99   -2.03   -2.32   -2.74   -2.02   -1.78   -2.20   -2.35   -2.80   -2.07   -1.99   -2.05   -1.59   -2.52   -1.96   -2.70   -2.13   -2.49   -2.87
195305  -99.99    0.77    0.63    0.72    0.96    0.50    0.53    0.66    0.73    1.42    0.72    0.60    0.42    0.76    0.37    0.80    0.57    0.94    0.69
195306  -99.99   -4.05   -2.92   -1.50   -4.43   -3.53   -3.10   -2.95   -1.34   -4.29   -4.50   -3.70   -3.40   -3.06   -3.13   -2.55   -3.20   -2.40   -1.10
195307  -99.99    1.30    1.65    2.69    1.67    1.30    1.82    1.52    2.80    0.22    2.36    0.95    1.54    1.55    2.00    1.50    1.53    2.28    2.92
195308  -99.99   -5.97   -4.84   -4.25   -5.90   -5.52   -5.22   -4.68   -4.18   -5.05   -6.30   -6.03   -5.18   -5.18   -5.26   -4.29   -4.92   -3.59   -4.31
195309  -99.99   -2.29   -0.79    0.58   -2.56   -1.07   -1.04   -0.32    0.64   -4.15   -1.81   -2.02   -0.43   -0.92   -1.12   -0.63   -0.13    0.66    0.64
195310  -99.99    2.76    4.16    4.84    2.33    3.42    4.29    4.40    4.87    2.48    2.26    3.18    3.57    4.34    4.25    4.21    4.52    4.08    5.04
195311  -99.99    2.05    2.23    3.00    1.89    1.67    1.91    3.00    3.00    2.12    1.78    2.20    1.32    1.55    2.15    2.90    3.07    3.07    2.98
195312  -99.99   -2.56   -1.19    0.38   -2.79   -1.83   -1.01   -0.32    0.39   -2.69   -2.84   -2.34   -1.49   -0.75   -1.18   -1.29    0.27    0.31    0.40
195401  -99.99    7.63    6.51    5.04    7.81    6.82    7.00    5.93    4.97    8.53    7.47    7.46    6.41    6.69    7.22    5.99    5.89    5.57    4.84
195402  -99.99    0.98    1.74    1.73    0.30    1.58    1.83    2.09    1.68   -0.04    0.46    1.64    1.54    1.88    1.80    1.71    2.32    1.57    1.70
195403  -99.99    2.82    2.95    3.86    2.90    2.71    2.77    3.87    3.82    2.71    2.99    2.76    2.69    2.65    2.86    3.25    4.25    3.16    3.96
195404  -99.99    0.65    1.65    4.82    0.94    0.97    2.17    1.98    5.04    1.23    0.80    0.37    1.37    1.68    2.50    1.16    2.46    2.67    5.55
195405  -99.99    3.86    4.23    3.01    4.50    4.33    3.77    4.26    2.91    3.18    5.14    3.26    5.04    4.89    3.01    4.50    4.12    3.86    2.71
195406  -99.99    1.11    1.52    1.09    1.19    1.52    1.81    1.95    0.96    1.19    1.19    1.03    1.83    1.51    2.02    1.09    2.45    1.35    0.88
195407  -99.99    8.89    6.79    4.76   10.05    6.98    6.60    6.45    4.64   12.13    9.12    7.78    6.47    7.17    6.21    7.10    6.06    6.66    4.21
195408  -99.99    0.30   -1.34   -2.47   -0.21    0.36   -1.22   -1.73   -2.55   -0.43   -0.10    0.78    0.09   -1.15   -1.26   -1.90   -1.62   -2.64   -2.53
195409  -99.99    3.99    4.36    6.82    3.82    4.42    4.18    4.85    6.99    4.19    3.65    4.15    4.60    4.33    4.08    4.48    5.08    4.51    7.53
195410  -99.99   -0.34   -0.47   -1.77   -0.18   -1.03   -0.37   -0.42   -1.89    0.39   -0.43   -0.49   -1.38   -0.33   -0.40   -0.30   -0.48   -0.97   -2.08
195411  -99.99    8.62    9.35    9.48    8.14    8.90   10.07    9.64    9.41    5.81    9.21    9.09    8.78    9.86   10.21    8.72   10.19    9.38    9.42
195412  -99.99   10.71    7.83    5.20   11.87    9.79    8.94    5.85    5.14   12.91   11.41    9.58    9.92    9.34    8.66    5.94    5.79    6.94    4.76
195501  -99.99    2.15    1.61    0.51    3.55    0.91    2.27    0.51    0.54    3.98    3.36    0.78    1.00    1.51    2.80    1.03    0.20    0.82    0.48
195502  -99.99    5.34    4.52    2.84    5.84    3.90    4.96    3.64    2.81    4.19    6.58    4.83    3.29    5.21    4.78    4.40    3.19    3.46    2.67
195503  -99.99   -0.14    0.04   -0.08   -0.14    0.31    0.56   -0.92    0.01    0.14   -0.26   -0.14    0.61   -0.16    1.05   -0.76   -1.02    1.56   -0.33
195504  -99.99    2.55    1.92    3.44    2.09    1.82    1.86    2.29    3.55    3.23    1.59    3.03    1.02    1.43    2.16    2.27    2.30    2.10    3.88
195505  -99.99    0.54    0.63    1.19    0.72    0.23    0.49    1.28    1.16    1.66    0.30    0.35    0.16    0.58    0.42    0.94    1.48    0.94    1.21
195506  -99.99    3.85    3.02    7.28    3.91    3.02    2.52    4.37    7.52    4.91    3.45    3.79    2.50    3.03    2.17    3.77    4.73    4.34    8.21
195507  -99.99    1.62    0.53    2.19    1.62    0.78    0.15    0.31    2.40    2.58    1.18    1.62    0.24    0.05    0.21    1.06   -0.12    0.44    2.80
195508  -99.99    0.23    0.88    0.33   -0.16    0.13    1.04    0.84    0.29    0.07   -0.27    0.59   -0.17    1.00    1.07    1.03    0.73    0.71    0.21
195509  -99.99   -0.34   -1.02   -0.08    0.65   -1.20   -0.89   -1.45    0.06    0.40    0.76   -1.27   -1.16   -0.25   -1.32   -1.13   -1.65   -2.56    0.58
195510  -99.99   -1.32   -1.48   -2.61   -1.65   -1.13   -1.26   -1.97   -2.66   -1.97   -1.50   -1.01   -1.21   -0.92   -1.49   -1.81   -2.07   -1.97   -2.80
195511  -99.99    4.20    6.00    7.40    3.63    5.37    6.04    6.59    7.44    3.37    3.75    4.73    5.79    5.74    6.24    6.03    6.94    6.28    7.67
195512  -99.99    2.22    2.26    1.58    2.53    1.90    2.69    1.95    1.55    2.12    2.71    1.94    1.87    3.17    2.35    1.89    1.98    1.97    1.47
195601  -99.99   -1.10   -2.83   -2.84   -1.09   -1.71   -2.86   -3.10   -2.82   -1.35   -0.98   -1.10   -2.10   -2.43   -3.16   -3.02   -3.14   -2.54   -2.87
195602  -99.99    3.13    3.48    4.07    2.70    3.49    3.18    3.83    4.09    3.32    2.43    3.54    3.47    2.52    3.65    3.82    3.84    3.60    4.19
195603  -99.99    4.60    5.21    7.05    5.00    4.44    5.39    5.57    7.16    1.92    6.40    4.22    4.59    3.99    6.35    5.21    5.79    6.26    7.33
195604  -99.99    0.77    0.62    0.48    0.35    0.55    0.51    0.73    0.47    0.81    0.15    1.17    0.15    0.84    0.28    0.90    0.63   -0.56    0.66
195605  -99.99   -4.44   -3.92   -5.10   -3.78   -4.31   -3.47   -3.70   -5.26   -4.29   -3.56   -5.06   -3.82   -3.95   -3.15   -4.46   -3.23   -3.67   -5.56
195606  -99.99    1.36    2.79    3.82    0.44    1.86    3.25    2.65    3.92    0.41    0.45    2.23    1.61    2.25    3.92    2.63    2.66    3.59    3.99
195607  -99.99    3.59    4.23    5.17    2.67    3.57    3.99    4.52    5.24    1.60    3.16    4.42    2.99    3.59    4.27    4.85    4.33    5.13    5.27
195608  -99.99   -1.22   -1.81   -3.18   -1.08   -1.34   -1.38   -2.75   -3.19   -1.57   -0.87   -1.34   -1.34   -0.87   -1.74   -2.40   -2.97   -1.26   -3.56
195609  -99.99   -2.48   -3.50   -5.16   -2.29   -2.41   -3.53   -4.02   -5.25   -3.30   -1.84   -2.65   -2.24   -3.51   -3.54   -3.82   -4.15   -5.07   -5.29
195610  -99.99    0.74    1.02    0.75    0.34    0.61    0.78    0.81    0.78    0.06    0.46    1.11    0.26    0.96    0.66    1.50    0.39    1.50    0.64
195611  -99.99    0.33    0.98    0.52    0.29    1.10    0.87    0.70    0.52    0.28    0.30    0.35    1.63    0.83    0.90    0.92    0.55    1.46    0.34
195612  -99.99    1.79    2.88    3.51    1.08    3.16    2.34    2.96    3.58    0.40    1.38    2.43    3.66    2.41    2.29    3.26    2.76    2.85    3.72
195701  -99.99    1.97   -0.37   -3.80    2.29    1.01    0.00   -1.01   -4.04    4.12    1.50    1.69    0.55   -0.11    0.08   -1.05   -0.99   -1.61   -4.52
195702  -99.99   -2.35   -2.34   -1.77   -2.06   -2.48   -2.73   -1.81   -1.77   -2.95   -1.67   -2.61   -2.39   -3.46   -2.22   -1.87   -1.77   -1.82   -1.75
195703  -99.99    1.68    2.65    2.33    1.77    1.94    2.43    2.52    2.34    0.94    2.13    1.59    2.18    2.79    2.19    3.04    2.20    2.41    2.32
195704  -99.99    2.29    2.29    4.85    2.68    2.56    2.03    2.99    4.98    3.56    2.31    1.92    2.99    1.86    2.15    2.36    3.38    3.14    5.35
195705  -99.99    1.32    2.42    3.93    0.28    2.13    2.50    2.23    4.09    0.72    0.09    2.29    2.02    2.16    2.73    2.45    2.10    3.74    4.16
195706  -99.99    0.43   -0.92   -0.50    1.03   -0.18   -1.14   -1.87   -0.33    1.99    0.61   -0.12   -0.22   -1.00   -1.23   -0.89   -2.47   -2.74    0.14
195707  -99.99    0.78    0.54    1.01    0.55    0.75    0.53    0.35    1.08    0.52    0.56    0.99    0.58    0.38    0.63    0.54    0.23    0.26    1.23
195708  -99.99   -4.31   -5.36   -4.80   -3.79   -4.87   -5.25   -5.91   -4.70   -4.44   -3.50   -4.80   -4.91   -5.25   -5.24   -5.62   -6.09   -4.88   -4.66
195709  -99.99   -4.76   -5.34   -5.79   -4.40   -5.09   -5.61   -5.03   -5.86   -6.01   -3.66   -5.10   -5.08   -6.32   -5.15   -5.11   -4.97   -4.93   -6.03
195710  -99.99   -7.43   -5.91   -3.73   -8.20   -7.02   -6.29   -4.91   -3.64   -9.41   -7.66   -6.69   -7.25   -7.19   -5.70   -5.11   -4.78   -4.11   -3.56
195711  -99.99    0.36    2.71    2.58    0.81    0.52    3.04    2.99    2.54   -0.49    1.38   -0.08    0.92    2.71    3.25    2.85    3.07    3.80    2.30
195712  -99.99   -4.96   -4.20   -3.59   -5.28   -5.00   -4.62   -3.28   -3.62   -4.24   -5.72   -4.66   -5.23   -5.23   -4.22   -3.45   -3.18   -2.62   -3.81
195801  -99.99   12.13    9.67    4.28   12.90   11.31   10.06    8.68    3.93   13.01   12.85   11.41   11.25   10.71    9.64    8.83    8.58    5.76    3.57
195802  -99.99   -1.15   -0.41   -1.56   -1.60    0.22   -0.44   -0.75   -1.63   -1.89   -1.47   -0.73    0.87   -1.25    0.08   -0.73   -0.76   -0.39   -1.87
195803  -99.99    3.74    3.81    3.30    3.58    3.22    3.78    3.69    3.29    3.02    3.83    3.89    2.76    4.16    3.55    4.13    3.41    3.05    3.34
195804  -99.99    3.74    2.44    3.27    3.47    3.48    2.04    3.22    3.24    5.38    2.64    3.98    3.14    2.16    1.96    2.68    3.56    3.83    3.12
195805  -99.99    3.93    4.04    2.17    4.04    3.98    4.75    2.72    2.16    6.35    3.02    3.83    4.08    5.16    4.48    3.27    2.38    3.29    1.93
195806  -99.99    3.34    2.87    2.99    3.08    2.88    2.72    2.95    3.00    3.70    2.79    3.59    2.40    3.18    2.41    3.18    2.80    3.13    2.98
195807  -99.99    5.55    5.63    4.30    5.81    5.08    6.52    4.82    4.25    5.62    5.90    5.30    4.93    7.07    6.16    4.87    4.80    4.89    4.12
195808  -99.99    3.23    3.09    1.79    3.52    3.06    3.52    2.84    1.68    4.47    3.07    2.97    3.12    3.72    3.39    2.62    2.96    1.64    1.69
195809  -99.99    5.50    5.41    4.77    5.96    6.03    4.90    4.73    4.83    6.74    5.59    5.06    6.69    5.16    4.72    5.61    4.20    4.34    4.93
195810  -99.99    3.22    3.44    2.62    2.73    4.25    3.51    3.21    2.56    2.50    2.85    3.69    4.63    2.69    4.05    3.02    3.33    3.08    2.45
195811  -99.99    5.56    3.73    3.00    5.00    5.35    3.32    4.56    2.82    2.30    6.30    6.08    4.87    3.79    3.02    3.83    4.99    3.69    2.64
195812  -99.99    3.26    3.99    5.58    3.40    4.03    3.24    4.06    5.75    3.57    3.31    3.13    4.64    2.81    3.52    4.61    3.73    4.35    6.04
195901  -99.99    6.59    3.50    0.49    7.82    5.06    4.00    2.17    0.36    8.35    7.58    5.47    4.79    4.48    3.69    2.57    1.94    1.03    0.22
195902  -99.99    3.52    3.32    0.83    3.42    3.23    3.50    3.02    0.64    3.40    3.42    3.61    2.97    3.17    3.70    3.23    2.90    1.82    0.39
195903  -99.99    2.46    1.36    0.40    1.53    2.27    0.89    0.87    0.41    0.26    2.15    3.30    1.56    0.75    0.98    1.82    0.29    0.85    0.31
195904  -99.99    1.94    3.77    3.94    2.24    3.09    3.74    3.41    4.01    1.76    2.46    1.68    4.07    3.13    4.14    3.70    3.22    2.79    4.27
195905  -99.99    0.33    1.17    2.14    2.17   -0.50    1.08    0.99    2.28    0.22    3.10   -1.31    0.05    1.06    1.08    1.62    0.60   -0.35    2.84
195906  -99.99    0.30    1.54   -0.16    0.53    0.70    1.45    1.12   -0.23   -1.38    1.41    0.09    1.11    1.85    1.19    1.78    0.71    0.81   -0.45
195907  -99.99    2.97    3.06    3.47    2.54    3.43    3.34    2.49    3.57    3.94    1.91    3.36    3.48    2.26    4.08    2.64    2.39    3.53    3.58
195908  -99.99   -1.02   -1.36   -1.18   -0.47   -1.83   -0.91   -1.85   -1.11   -1.60    0.06   -1.53   -2.03   -1.99   -0.18   -1.66   -1.98   -1.94   -0.93
195909  -99.99   -4.27   -4.72   -4.47   -4.45   -4.23   -4.33   -4.86   -4.46   -3.54   -4.88   -4.11   -4.30   -4.74   -4.06   -5.26   -4.61   -5.08   -4.33
195910  -99.99    1.74    2.19    1.47    1.71    2.44    2.73    3.13    1.23   -0.01    2.51    1.78    2.89    2.46    2.91    1.39    4.21    2.55    0.96
195911  -99.99    0.74    1.77    1.88    0.53    2.18    1.15    2.62    1.78    0.59    0.51    0.93    3.03    1.65    0.81    2.07    2.95    1.30    1.87
195912  -99.99    2.93    2.05    2.91    2.85    2.69    2.20    1.07    3.12    1.35    3.52    3.01    2.49    2.57    1.96    1.76    0.65    1.79    3.40
196001  -99.99   -2.42   -4.98   -6.94   -1.55   -4.06   -4.90   -5.15   -7.10    0.10   -2.28   -3.20   -4.65   -3.77   -5.66   -5.16   -5.14   -4.85   -7.55
196002  -99.99    1.03    1.04    1.50    0.38    1.64    0.45    1.90    1.44   -1.22    1.09    1.63    1.64    0.99    0.08    1.50    2.15    1.43    1.45
196003  -99.99   -2.87   -2.48   -1.11   -2.82   -2.92   -2.66   -2.08   -1.02   -1.20   -3.52   -2.93   -2.91   -2.56   -2.74   -2.14   -2.05   -0.77   -1.07
196004  -99.99   -2.11   -1.84   -1.52   -2.21   -1.90   -2.33   -1.14   -1.56   -3.27   -1.75   -2.01   -1.82   -2.46   -2.24   -1.31   -1.03    0.05   -1.89
196005  -99.99    2.00    2.80    3.29    0.60    3.31    3.05    2.25    3.39    0.88    0.47    3.29    3.33    2.56    3.39    2.36    2.19    3.40    3.39
196006  -99.99    2.04    2.43    2.34    2.24    1.99    2.60    2.58    2.31    3.28    1.78    1.86    2.07    2.13    2.92    2.37    2.70    2.64    2.24
196007  -99.99   -2.00   -2.12   -2.25   -1.49   -2.03   -1.72   -1.66   -2.36   -1.43   -1.52   -2.46   -1.74   -1.94   -1.58   -2.67   -1.04   -2.17   -2.40
196008  -99.99    3.79    3.71    3.10    5.23    3.63    3.96    3.12    3.10    5.33    5.18    2.48    4.40    3.59    4.22    3.23    3.06    3.41    3.04
196009  -99.99   -5.99   -6.06   -5.79   -5.97   -6.41   -5.90   -5.50   -5.85   -6.08   -5.92   -6.01   -6.68   -6.05   -5.80   -6.06   -5.16   -5.76   -5.87
196010  -99.99   -3.13   -2.32   -0.20   -2.71   -2.48   -2.78   -1.56   -0.10   -3.27   -2.46   -3.53   -1.80   -3.95   -1.98   -1.97   -1.31   -1.01    0.09
196011  -99.99    3.40    5.31    4.79    1.55    4.37    5.92    5.90    4.65    1.89    1.41    5.16    3.87    5.98    5.88    5.09    6.39    6.47    4.27
196012  -99.99    3.57    3.82    5.01    2.54    3.24    3.53    4.85    5.01    2.19    2.69    4.52    2.41    3.52    3.54    4.55    5.03    5.01    5.01
196101  -99.99    8.74    8.43    6.14    8.55    8.43    8.47    8.12    5.98    8.82    8.44    8.91    8.11    7.97    8.81    8.47    7.91    6.12    5.95
196102  -99.99    7.10    6.46    3.29    6.31    7.51    6.27    5.57    3.12    6.07    6.41    7.80    7.31    7.01    5.77    6.43    5.06    5.01    2.73
196103  -99.99    7.21    5.13    2.71    7.10    6.06    4.88    4.84    2.54    5.97    7.58    7.31    5.20    4.86    4.90    5.38    4.50    2.37    2.58
196104  -99.99    1.97    0.65    0.38    1.21    2.50   -0.06    0.21    0.44    3.53    0.24    2.65    2.40   -0.60    0.30    0.90   -0.22   -0.04    0.54
196105  -99.99    4.17    3.87    2.40    3.94    4.08    4.89    3.50    2.26    4.73    3.60    4.36    3.89    5.55    4.45    2.79    3.94    3.06    2.09
196106  -99.99   -5.08   -4.11   -2.61   -5.52   -4.85   -4.62   -3.37   -2.53   -5.42   -5.56   -4.70   -4.95   -5.25   -4.20   -3.30   -3.41   -2.96   -2.44
196107  -99.99    0.40    1.04    3.32    0.15    0.64    1.28    1.78    3.41   -0.86    0.61    0.61    0.66    1.72    0.99    0.89    2.32    2.66    3.58
196108  -99.99    0.82    1.80    2.83    0.88    1.45    1.00    3.82    2.67    1.32    0.69    0.77    1.91    0.14    1.59    2.68    4.50    3.84    2.42
196109  -99.99   -3.56   -2.66   -1.85   -3.55   -3.55   -2.50   -2.64   -1.77   -3.49   -3.58   -3.58   -3.53   -3.73   -1.67   -2.56   -2.69   -2.45   -1.62
196110  -99.99    1.83    2.13    2.86    2.20    1.42    2.08    2.82    2.84    2.07    2.26    1.50    1.37    1.25    2.62    2.42    3.04    3.05    2.79
196111  -99.99    5.81    4.86    4.60    5.42    5.86    4.83    3.92    4.71    4.31    5.92    6.16    5.66    4.92    4.77    4.64    3.50    3.95    4.87
196112  -99.99   -0.26   -0.67    0.10    0.39   -0.56   -0.32   -1.60    0.28   -0.49    0.78   -0.84   -0.38   -0.09   -0.47   -1.15   -1.86   -1.18    0.59
196201  -99.99    1.38   -1.91   -3.90    1.84   -0.10   -2.23   -2.37   -4.01    3.79    0.99    0.97   -0.80   -0.98   -3.07   -1.88   -2.65   -1.77   -4.48
196202  -99.99    1.51    1.64    2.06    1.70    1.32    1.35    1.59    2.13    2.72    1.24    1.33    1.31    0.60    1.86    2.06    1.32    1.12    2.34
196203  -99.99   -0.26   -0.85   -0.46    0.60   -0.76   -0.49   -1.21   -0.40   -1.00    1.32   -1.05   -0.56   -1.48    0.19   -1.34   -1.14   -0.03   -0.47
196204  -99.99   -7.12   -6.43   -6.33   -7.28   -7.16   -5.97   -6.68   -6.30   -7.17   -7.33   -6.98   -7.28   -7.03   -5.25   -6.66   -6.70   -6.80   -6.20
196205  -99.99   -9.98  -10.01   -8.10  -10.01   -9.95  -10.82   -9.44   -7.96  -11.20   -9.46   -9.96   -9.93  -10.06  -11.33   -9.15   -9.61   -8.30   -7.89
196206  -99.99   -8.26   -7.88   -8.30   -7.41   -7.65   -7.62   -8.96   -8.21   -8.28   -7.03   -9.04   -6.72   -8.22   -7.22   -8.52   -9.23   -7.15   -8.44
196207  -99.99    7.50    5.93    6.60    7.37    7.16    5.67    5.80    6.68    7.68    7.23    7.62    6.84    6.56    5.06    5.95    5.71    6.05    6.81
196208  -99.99    3.29    3.06    2.21    2.74    3.28    2.71    2.65    2.22    3.14    2.55    3.80    2.93    3.65    2.05    3.48    2.15    2.80    2.09
196209  -99.99   -7.02   -6.01   -4.77   -7.06   -7.22   -6.44   -5.20   -4.72   -5.95   -7.58   -6.98   -7.39   -7.14   -5.95   -5.14   -5.24   -5.75   -4.51
196210  -99.99   -3.35   -2.07    0.79   -4.23   -3.27   -1.96   -1.23    0.94   -3.96   -4.35   -2.53   -3.78   -3.00   -1.23   -1.68   -0.95   -0.63    1.27
196211  -99.99   14.68   13.44   10.80   14.40   14.63   13.52   13.10   10.60   13.38   14.89   14.95   14.41   13.88   13.28   13.06   13.13   13.01   10.11
196212  -99.99   -2.04   -0.92    1.74   -2.22   -2.30   -1.28    0.66    1.80   -1.25   -2.67   -1.88   -2.60   -2.39   -0.52   -0.03    1.08    1.35    1.89
196301  -99.99   10.17    6.84    4.78   11.07    8.57    7.02    5.95    4.70   10.93   11.14    9.36    8.02    8.34    6.12    6.32    5.72    5.05    4.63
196302  -99.99   -0.77   -1.71   -2.27    0.05   -1.78   -1.41   -1.68   -2.34   -0.32    0.22   -1.51   -1.98   -1.15   -1.58   -1.95   -1.52   -1.66   -2.48
196303  -99.99    1.93    1.65    3.67    1.55    1.87    1.63    2.48    3.73    1.91    1.37    2.28    1.57    1.90    1.44    1.69    2.94    3.14    3.86
196304  -99.99    4.24    3.83    4.90    2.92    4.06    3.78    4.58    4.90    2.92    2.92    5.44    3.06    3.70    3.83    4.10    4.87    4.54    4.98
196305  -99.99    4.25    3.16    1.87    5.06    3.41    3.70    2.16    1.86    6.50    4.39    3.55    3.30    3.76    3.67    2.54    1.94    3.06    1.61
196306  -99.99   -1.36   -1.85   -1.82   -1.33   -1.81   -1.51   -1.73   -1.84   -1.95   -1.04   -1.39   -2.12   -1.78   -1.32   -2.13   -1.49   -1.16   -1.99
196307  -99.99   -0.84   -1.37    0.06   -0.33   -1.26   -1.70   -1.42    0.22   -0.24   -0.43   -1.72   -0.89   -1.20   -2.07   -1.17   -1.56   -0.32    0.33
196308  -99.99    3.62    5.39    5.39    2.96    5.00    5.28    5.74    5.35    2.55    3.39    4.78    5.18    6.35    4.49    5.59    5.82    5.93    5.23
196309  -99.99   -1.27   -2.10   -1.18   -1.00   -1.83   -1.67   -2.17   -1.11   -0.20   -1.85   -1.75   -1.88   -1.90   -1.50   -2.66   -1.88   -2.08   -0.91
196310  -99.99    1.33    1.60    3.06    0.50    2.78    1.30    1.27    3.24    0.69    0.29    2.77    2.79    1.00    1.52    1.50    1.14    1.80    3.54
196311  -99.99   -1.50   -1.01   -0.48   -2.03   -1.26   -1.48   -0.28   -0.50   -2.00   -2.05   -0.60   -1.79   -1.22   -1.67   -0.18   -0.34   -0.21   -0.55
196312  -99.99   -0.99    1.37    2.34   -1.62    0.22    1.20    1.46    2.44   -2.31   -0.88    0.07    0.34    2.15    0.48    1.94    1.18    1.79    2.57
196401  -99.99    3.54    1.31    2.73    4.10    1.58    1.80    1.22    2.85    4.76    3.40    2.60    0.77    2.45    1.31    0.96    1.37    1.16    3.19
196402  -99.99    2.60    2.71    1.69    2.51    3.05    2.25    3.05    1.57    2.71    2.28    2.76    3.29    2.29    2.22    3.02    3.07    2.03    1.47
196403  -99.99    2.98    3.29    1.50    2.38    3.68    3.64    2.99    1.36    2.34    2.41    3.99    3.43    4.11    3.27    2.86    3.06    1.83    1.26
196404  -99.99   -0.48   -0.27    0.53   -0.36   -0.54   -0.72   -0.50    0.67    0.03   -0.78   -0.68   -0.42   -1.02   -0.49    0.28   -0.95   -0.52    0.91
196405  -99.99    1.02    1.74    1.68    0.49    2.35    1.14    2.12    1.64    0.77    0.20    1.89    2.73    1.39    0.95    2.04    2.17    0.99    1.76
196406  -99.99    1.15    1.49    1.56    1.16    1.21    1.47    1.41    1.59    1.25    1.07    1.13    1.28    0.94    1.87    1.58    1.31    1.45    1.61
196407  -99.99    3.32    2.20    1.98    3.13    2.61    2.50    2.01    1.98    3.76    2.37    3.65    1.80    1.81    2.98    2.01    2.00    3.45    1.69
196408  -99.99   -0.63   -0.85   -1.19   -0.64   -1.24   -0.85   -0.09   -1.31   -0.43   -0.90   -0.62   -1.74   -0.67   -0.98   -0.52    0.15   -1.32   -1.30
196409  -99.99    3.94    3.25    2.91    4.51    2.99    2.94    3.77    2.83    5.09    3.80    2.94    3.02    2.84    3.00    3.70    3.82    3.19    2.75
196410  -99.99    1.85    1.67    0.72    2.29    1.20    2.17    1.58    0.63    2.68    1.80    1.07    1.31    1.49    2.64    1.23    1.78    0.76    0.60
196411  -99.99    0.33    0.04    0.31    0.17   -0.61    0.54    0.14    0.32    0.10    0.26    0.61   -1.58    0.15    0.81    0.04    0.19    0.26    0.33
196412  -99.99   -1.59   -0.35    0.48   -1.94   -0.35   -0.47   -0.36    0.56   -1.71   -2.22   -0.97    0.15   -0.24   -0.62   -0.39   -0.34   -0.23    0.71
196501  -99.99    7.14    5.58    3.55    7.55    6.35    5.67    5.50    3.37    8.44    6.44    6.43    6.29    5.46    5.80    5.23    5.65    4.62    3.12
196502  -99.99    3.21    3.40    0.30    2.95    3.95    3.73    2.79    0.08    3.22    2.60    3.70    4.15    4.60    3.16    2.74    2.82    2.59   -0.43
196503  -99.99    1.89    0.17   -1.27    2.33    0.29    0.51   -0.07   -1.38    2.27    2.41    1.11   -0.36    0.69    0.39   -0.03   -0.09   -0.58   -1.55
196504  -99.99    4.30    4.03    3.27    4.73    4.25    4.02    3.51    3.26    5.14    4.19    3.53    4.84    4.80    3.50    3.76    3.37    2.76    3.36
196505  -99.99   -0.93   -0.54   -0.35   -0.77   -0.78   -0.40   -0.83   -0.30   -0.13   -1.59   -1.23   -0.41   -0.55   -0.29   -0.75   -0.87   -0.42   -0.27
196506  -99.99   -9.39   -8.13   -4.54   -9.81   -8.84   -8.08   -7.51   -4.29   -9.73   -9.92   -8.63   -9.01   -8.18   -8.01   -7.85   -7.31   -5.84   -3.96
196507  -99.99    3.13    3.14    1.50    2.96    3.50    3.39    3.25    1.32    2.63    3.42    3.47    3.53    3.21    3.52    2.74    3.56    2.33    1.11
196508  -99.99    4.21    5.14    2.78    4.22    4.75    6.08    4.21    2.65    4.10    4.38    4.21    5.15    7.41    5.16    4.08    4.29    3.47    2.48
196509  -99.99    2.67    3.43    3.18    2.64    3.95    3.42    3.05    3.19    3.03    2.09    2.73    4.85    3.53    3.34    2.94    3.12    2.85    3.26
196510  -99.99    6.84    4.73    2.56    7.44    5.82    5.24    3.90    2.42    8.11    6.52    5.64    5.95    5.79    4.84    3.71    4.01    3.62    2.17
196511  -99.99    4.86    4.38   -0.39    5.92    4.87    4.47    3.34   -0.72    7.17    4.15    2.69    6.48    5.33    3.84    3.53    3.22    1.56   -1.20
196512  -99.99    4.54    3.23    0.94    4.58    5.08    2.75    2.09    0.88    5.20    3.67    4.47    5.52    2.16    3.19    2.94    1.58    1.80    0.68
196601  -99.99    7.39    3.63    0.43    7.79    5.66    4.29    3.05    0.13    8.54    6.68    6.54    5.03    4.22    4.34    2.37    3.47    2.80   -0.45
196602  -99.99    4.43    1.80   -1.51    4.84    2.86    2.34    0.66   -1.72    5.49    3.85    3.57    2.35    2.59    2.16    0.96    0.48   -1.03   -1.87
196603  -99.99   -1.44   -2.65   -2.06   -0.47   -1.81   -3.07   -2.14   -2.10    0.50   -1.96   -3.50   -0.56   -2.73   -3.33   -2.94   -1.66   -0.52   -2.46
196604  -99.99    6.86    3.67    2.02    6.28    6.13    3.71    3.10    1.92    6.99    5.14    8.15    4.69    3.66    3.74    3.24    3.02    2.23    1.85
